date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil,endpoint,source_endpoint,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,accountsReceivables,otherReceivables,inventory,prepaids,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,totalPayables,accountPayables,otherPayables,accruedExpenses,shortTermDebt,capitalLeaseObligationsCurrent,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,capitalLeaseObligationsNonCurrent,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,treasuryStock,preferredStock,commonStock,retainedEarnings,additionalPaidInCapital,accumulatedOtherComprehensiveIncomeLoss,otherTotalStockholdersEquity,totalStockholdersEquity,totalEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivities,netCashProvidedByInvestingActivities,netDebtIssuance,longTermNetDebtIssuance,shortTermNetDebtIssuance,netStockIssuance,netCommonStockIssuance,commonStockIssuance,commonStockRepurchased,netPreferredStockIssuance,netDividendsPaid,commonDividendsPaid,preferredDividendsPaid,otherFinancingActivities,netCashProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,incomeTaxesPaid,interestPaid,grossProfitMargin,ebitMargin,ebitdaMargin,operatingProfitMargin,pretaxProfitMargin,continuousOperationsProfitMargin,netProfitMargin,bottomLineProfitMargin,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,solvencyRatio,cashRatio,priceToEarningsRatio,priceToEarningsGrowthRatio,forwardPriceToEarningsGrowthRatio,priceToBookRatio,priceToSalesRatio,priceToFreeCashFlowRatio,priceToOperatingCashFlowRatio,debtToAssetsRatio,debtToEquityRatio,debtToCapitalRatio,longTermDebtToCapitalRatio,financialLeverageRatio,workingCapitalTurnoverRatio,operatingCashFlowRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,debtServiceCoverageRatio,interestCoverageRatio,shortTermOperatingCashFlowCoverageRatio,operatingCashFlowCoverageRatio,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,dividendYield,dividendYieldPercentage,revenuePerShare,netIncomePerShare,interestDebtPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,operatingCashFlowPerShare,capexPerShare,freeCashFlowPerShare,netIncomePerEBT,ebtPerEbit,priceToFairValue,debtToMarketCap,effectiveTaxRate,enterpriseValueMultiple,dividendPerShare,grossProfitMarginTTM,ebitMarginTTM,ebitdaMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,continuousOperationsProfitMarginTTM,netProfitMarginTTM,bottomLineProfitMarginTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,currentRatioTTM,quickRatioTTM,solvencyRatioTTM,cashRatioTTM,priceToEarningsRatioTTM,priceToEarningsGrowthRatioTTM,forwardPriceToEarningsGrowthRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceToFreeCashFlowRatioTTM,priceToOperatingCashFlowRatioTTM,debtToAssetsRatioTTM,debtToEquityRatioTTM,debtToCapitalRatioTTM,longTermDebtToCapitalRatioTTM,financialLeverageRatioTTM,workingCapitalTurnoverRatioTTM,operatingCashFlowRatioTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,debtServiceCoverageRatioTTM,interestCoverageRatioTTM,shortTermOperatingCashFlowCoverageRatioTTM,operatingCashFlowCoverageRatioTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,dividendPayoutRatioTTM,dividendYieldTTM,enterpriseValueTTM,revenuePerShareTTM,netIncomePerShareTTM,interestDebtPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,operatingCashFlowPerShareTTM,capexPerShareTTM,freeCashFlowPerShareTTM,netIncomePerEBTTTM,ebtPerEbitTTM,priceToFairValueTTM,debtToMarketCapTTM,effectiveTaxRateTTM,enterpriseValueMultipleTTM,dividendPerShareTTM,marketCap,enterpriseValue,evToSales,evToOperatingCashFlow,evToFreeCashFlow,evToEBITDA,netDebtToEBITDA,incomeQuality,grahamNumber,grahamNetNet,taxBurden,interestBurden,workingCapital,investedCapital,returnOnAssets,operatingReturnOnAssets,returnOnTangibleAssets,returnOnEquity,returnOnInvestedCapital,returnOnCapitalEmployed,earningsYield,freeCashFlowYield,capexToOperatingCashFlow,capexToDepreciation,capexToRevenue,salesGeneralAndAdministrativeToRevenue,researchAndDevelopementToRevenue,stockBasedCompensationToRevenue,intangiblesToTotalAssets,averageReceivables,averagePayables,averageInventory,daysOfSalesOutstanding,daysOfPayablesOutstanding,daysOfInventoryOutstanding,operatingCycle,cashConversionCycle,freeCashFlowToEquity,freeCashFlowToFirm,tangibleAssetValue,netCurrentAssetValue,evToSalesTTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,evToEBITDATTM,netDebtToEBITDATTM,incomeQualityTTM,grahamNumberTTM,grahamNetNetTTM,taxBurdenTTM,interestBurdenTTM,workingCapitalTTM,investedCapitalTTM,returnOnAssetsTTM,operatingReturnOnAssetsTTM,returnOnTangibleAssetsTTM,returnOnEquityTTM,returnOnInvestedCapitalTTM,returnOnCapitalEmployedTTM,earningsYieldTTM,freeCashFlowYieldTTM,capexToOperatingCashFlowTTM,capexToDepreciationTTM,capexToRevenueTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,stockBasedCompensationToRevenueTTM,intangiblesToTotalAssetsTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysOfSalesOutstandingTTM,daysOfPayablesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,cashConversionCycleTTM,freeCashFlowToEquityTTM,freeCashFlowToFirmTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp,dcf,Stock Price
2024-09-28,AAPL,USD,0000320193,2024-11-01,2024-11-01 06:01:36,2024,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,29943000000.0,35228000000.0,65171000000.0,66243000000.0,33410000000.0,32833000000.0,7286000000.0,0.0,14287000000.0,152987000000.0,45680000000.0,0.0,0.0,0.0,91479000000.0,19499000000.0,55335000000.0,211993000000.0,0.0,364980000000.0,95561000000.0,68960000000.0,26601000000.0,0.0,20879000000.0,1632000000.0,26601000000.0,8249000000.0,50071000000.0,176392000000.0,85750000000.0,10798000000.0,0.0,0.0,35090000000.0,131638000000.0,0.0,12430000000.0,308030000000.0,0.0,0.0,83276000000.0,-19154000000.0,0.0,-7172000000.0,0.0,56950000000.0,56950000000.0,0.0,364980000000.0,126707000000.0,119059000000.0,89116000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,AAPL,USD,0000320193,2023-11-03,2023-11-02 18:08:27,2023,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,29965000000.0,31590000000.0,61555000000.0,60985000000.0,29508000000.0,31477000000.0,6331000000.0,0.0,14695000000.0,143566000000.0,54376000000.0,0.0,0.0,0.0,100544000000.0,17852000000.0,36245000000.0,209017000000.0,0.0,352583000000.0,71430000000.0,62611000000.0,8819000000.0,0.0,15807000000.0,1575000000.0,8819000000.0,8061000000.0,48435000000.0,145308000000.0,95281000000.0,11267000000.0,0.0,0.0,38581000000.0,145129000000.0,0.0,12842000000.0,290437000000.0,0.0,0.0,73812000000.0,-214000000.0,0.0,-11452000000.0,0.0,62146000000.0,62146000000.0,0.0,352583000000.0,132134000000.0,123930000000.0,93965000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,AAPL,USD,0000320193,2022-10-28,2022-10-27 18:01:14,2022,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,23646000000.0,24658000000.0,48304000000.0,60932000000.0,28184000000.0,32748000000.0,4946000000.0,0.0,21223000000.0,135405000000.0,52534000000.0,0.0,0.0,0.0,120805000000.0,15375000000.0,28636000000.0,217350000000.0,0.0,352755000000.0,70667000000.0,64115000000.0,6552000000.0,0.0,21110000000.0,1663000000.0,6552000000.0,7912000000.0,52630000000.0,153982000000.0,98959000000.0,10748000000.0,0.0,0.0,38394000000.0,148101000000.0,0.0,12411000000.0,302083000000.0,0.0,0.0,64849000000.0,-3068000000.0,0.0,-11109000000.0,0.0,50672000000.0,50672000000.0,0.0,352755000000.0,145463000000.0,132480000000.0,108834000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-25,AAPL,USD,0000320193,2021-10-29,2021-10-28 18:04:28,2021,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,34940000000.0,27699000000.0,62639000000.0,51506000000.0,26278000000.0,25228000000.0,6580000000.0,0.0,14111000000.0,134836000000.0,49527000000.0,0.0,0.0,0.0,127877000000.0,0.0,38762000000.0,216166000000.0,0.0,351002000000.0,54763000000.0,54763000000.0,0.0,0.0,15613000000.0,1528000000.0,0.0,7612000000.0,45965000000.0,125481000000.0,109106000000.0,10275000000.0,0.0,0.0,43050000000.0,162431000000.0,0.0,11803000000.0,287912000000.0,0.0,0.0,57365000000.0,5562000000.0,0.0,163000000.0,0.0,63090000000.0,63090000000.0,0.0,351002000000.0,155576000000.0,136522000000.0,101582000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,MSFT,USD,0000789019,2025-07-30,2025-07-30 16:11:40,2025,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,30242000000.0,64313000000.0,94555000000.0,69905000000.0,69905000000.0,0.0,938000000.0,0.0,25733000000.0,191131000000.0,229789000000.0,119509000000.0,22604000000.0,142113000000.0,15133000000.0,0.0,40837000000.0,427872000000.0,0.0,619003000000.0,34935000000.0,27724000000.0,7211000000.0,0.0,2999000000.0,8596000000.0,0.0,64555000000.0,30133000000.0,141218000000.0,40152000000.0,60437000000.0,2710000000.0,2835000000.0,28172000000.0,134306000000.0,0.0,69033000000.0,275524000000.0,0.0,0.0,109095000000.0,237731000000.0,0.0,-3347000000.0,0.0,343479000000.0,343479000000.0,0.0,619003000000.0,79446000000.0,112184000000.0,81942000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,MSFT,USD,0000789019,2024-07-30,2024-07-30 16:06:22,2024,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,18315000000.0,57216000000.0,75531000000.0,56924000000.0,56924000000.0,0.0,1246000000.0,0.0,26033000000.0,159734000000.0,154552000000.0,119220000000.0,27597000000.0,146817000000.0,14600000000.0,0.0,36460000000.0,352429000000.0,0.0,512163000000.0,27013000000.0,21996000000.0,5017000000.0,0.0,8942000000.0,5929000000.0,5017000000.0,57582000000.0,25820000000.0,125286000000.0,42688000000.0,40293000000.0,2602000000.0,2618000000.0,30199000000.0,118400000000.0,0.0,46222000000.0,243686000000.0,0.0,0.0,100923000000.0,173144000000.0,0.0,-5590000000.0,0.0,268477000000.0,268477000000.0,0.0,512163000000.0,71816000000.0,97852000000.0,79537000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,MSFT,USD,0000789019,2023-07-27,2023-07-27 16:01:56,2023,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,34704000000.0,76552000000.0,111256000000.0,48688000000.0,48688000000.0,0.0,2500000000.0,0.0,21813000000.0,184257000000.0,109987000000.0,67886000000.0,9366000000.0,77252000000.0,9879000000.0,0.0,30601000000.0,227719000000.0,0.0,411976000000.0,22247000000.0,18095000000.0,4152000000.0,0.0,5247000000.0,3606000000.0,4152000000.0,50901000000.0,22148000000.0,104149000000.0,41990000000.0,28598000000.0,2912000000.0,433000000.0,27671000000.0,101604000000.0,0.0,32204000000.0,205753000000.0,0.0,0.0,93718000000.0,118848000000.0,0.0,-6343000000.0,0.0,206223000000.0,206223000000.0,0.0,411976000000.0,86431000000.0,79441000000.0,44737000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,MSFT,USD,0000789019,2022-07-28,2022-07-28 16:06:19,2022,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,13931000000.0,90818000000.0,104749000000.0,44261000000.0,44261000000.0,0.0,3742000000.0,0.0,16932000000.0,169684000000.0,87546000000.0,67524000000.0,11298000000.0,78822000000.0,6891000000.0,0.0,21897000000.0,195156000000.0,0.0,364840000000.0,23067000000.0,19000000000.0,4067000000.0,0.0,2749000000.0,3288000000.0,4067000000.0,45538000000.0,20440000000.0,95082000000.0,47032000000.0,25331000000.0,2870000000.0,230000000.0,27753000000.0,103216000000.0,0.0,28619000000.0,198298000000.0,0.0,0.0,86939000000.0,84281000000.0,0.0,-4678000000.0,0.0,166542000000.0,166542000000.0,0.0,364840000000.0,97709000000.0,78400000000.0,64469000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,MSFT,USD,0000789019,2021-07-29,2021-07-29 16:21:55,2021,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,14224000000.0,116032000000.0,130256000000.0,38043000000.0,38043000000.0,0.0,2636000000.0,0.0,13471000000.0,184406000000.0,70803000000.0,49711000000.0,7800000000.0,57511000000.0,5984000000.0,0.0,15075000000.0,149373000000.0,0.0,333779000000.0,17337000000.0,15163000000.0,2174000000.0,0.0,8072000000.0,2753000000.0,2174000000.0,41525000000.0,18970000000.0,88657000000.0,50074000000.0,21379000000.0,2616000000.0,198000000.0,28867000000.0,103134000000.0,0.0,24132000000.0,191791000000.0,0.0,0.0,83111000000.0,57055000000.0,0.0,1822000000.0,0.0,141988000000.0,141988000000.0,0.0,333779000000.0,122016000000.0,82278000000.0,68054000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,GOOGL,USD,0001652044,2026-02-05,2026-02-04 21:56:03,2025,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,30708000000.0,96135000000.0,126843000000.0,62886000000.0,62886000000.0,0.0,0.0,0.0,16309000000.0,206038000000.0,261818000000.0,33380000000.0,0.0,33380000000.0,68687000000.0,9113000000.0,16245000000.0,389243000000.0,0.0,595281000000.0,13673000000.0,12200000000.0,1473000000.0,64948000000.0,0.0,0.0,9531000000.0,6578000000.0,17546000000.0,102745000000.0,46547000000.0,12744000000.0,0.0,0.0,17980000000.0,77271000000.0,0.0,12744000000.0,180016000000.0,0.0,0.0,93126000000.0,324055000000.0,0.0,-1916000000.0,0.0,415265000000.0,415265000000.0,0.0,595281000000.0,164822000000.0,59291000000.0,28583000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,GOOGL,USD,0001652044,2025-02-05,2025-02-04 20:41:40,2024,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,23466000000.0,72191000000.0,95657000000.0,52340000000.0,52340000000.0,0.0,0.0,0.0,15714000000.0,163711000000.0,184624000000.0,31885000000.0,0.0,31885000000.0,37982000000.0,17180000000.0,14874000000.0,286545000000.0,0.0,450256000000.0,10892000000.0,7987000000.0,2905000000.0,48916000000.0,0.0,2887000000.0,8782000000.0,5036000000.0,21391000000.0,89122000000.0,10883000000.0,11691000000.0,0.0,0.0,13476000000.0,36050000000.0,0.0,14578000000.0,125172000000.0,0.0,0.0,84800000000.0,245084000000.0,0.0,-4800000000.0,0.0,325084000000.0,325084000000.0,0.0,450256000000.0,110173000000.0,25461000000.0,1995000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,GOOGL,USD,0001652044,2024-01-31,2024-01-30 21:43:43,2023,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,24048000000.0,86868000000.0,110916000000.0,47964000000.0,47964000000.0,0.0,0.0,0.0,12650000000.0,171530000000.0,148436000000.0,29198000000.0,0.0,29198000000.0,31008000000.0,12169000000.0,10051000000.0,230862000000.0,0.0,402392000000.0,10241000000.0,7493000000.0,2748000000.0,39980000000.0,0.0,2791000000.0,2748000000.0,4137000000.0,24665000000.0,81814000000.0,11870000000.0,12460000000.0,911000000.0,485000000.0,11473000000.0,37199000000.0,0.0,15251000000.0,119013000000.0,0.0,0.0,76534000000.0,211247000000.0,0.0,-4402000000.0,0.0,283379000000.0,283379000000.0,0.0,402392000000.0,117876000000.0,27121000000.0,3073000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,GOOGL,USD,0001652044,2023-02-03,2023-02-02 21:23:45,2022,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,21879000000.0,91883000000.0,113762000000.0,40258000000.0,40258000000.0,0.0,2670000000.0,0.0,8105000000.0,164795000000.0,127049000000.0,28960000000.0,2084000000.0,31044000000.0,30492000000.0,5261000000.0,6623000000.0,200469000000.0,0.0,365264000000.0,6760000000.0,5128000000.0,1632000000.0,33021000000.0,0.0,2477000000.0,9258000000.0,3908000000.0,23134000000.0,69300000000.0,12857000000.0,14345000000.0,599000000.0,514000000.0,11505000000.0,39820000000.0,0.0,16822000000.0,109120000000.0,0.0,0.0,68184000000.0,195563000000.0,0.0,-7603000000.0,0.0,256144000000.0,256144000000.0,0.0,365264000000.0,122375000000.0,29679000000.0,7800000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,GOOGL,USD,0001652044,2022-02-02,2022-02-01 21:08:02,2021,FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balance-sheet-statement,balance-sheet-statement,20945000000.0,118704000000.0,139649000000.0,39304000000.0,39304000000.0,0.0,1170000000.0,0.0,8020000000.0,188143000000.0,110558000000.0,22956000000.0,1417000000.0,24373000000.0,29549000000.0,1284000000.0,5361000000.0,171125000000.0,0.0,359268000000.0,6037000000.0,6037000000.0,0.0,29052000000.0,0.0,2189000000.0,808000000.0,3288000000.0,23688000000.0,64254000000.0,12844000000.0,13362000000.0,535000000.0,5257000000.0,11381000000.0,43379000000.0,0.0,15551000000.0,107633000000.0,0.0,0.0,61774000000.0,191484000000.0,0.0,-1623000000.0,0.0,251635000000.0,251635000000.0,0.0,359268000000.0,148253000000.0,28395000000.0,7450000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
